"","x"
"1",12.1605976967346
"2",1.45781475388504
"3",0.91136217944677
"4",6.99915821260483
"5",13.4744380072298
"6",11.1668393124493
"7",1.2066897819347
"8",0.915017652538107
"9",5.38338348853599
"10",6.22576916064413
"11",30.7777890185608
"12",0.625811714633837
"13",0.847722392279291
"14",0.461942774975431
"15",2.74079486251382
"16",3.46553261408303
"17",2.50476304302723
"18",4.65818792499028
"19",0.781828865778502
"20",4.57115204733355
"21",3.58729457694396
"22",27.2800628721736
"23",5.32066301502619
"24",1.29633041043601
"25",2.43407103196214
